email_ids	start_index	end_index	label
057-009418-EM	101	177	0
055-001203-EM	153	296	0
024-004533-EM	584	696	0
216-011523-EM	475	485	1
011-001537-EM	159	1767	0
037-006404-EM	921	991	0
058-003807-EM	144	385	0
008-016042-EM	291	1116	0
055-020411-EM	167	253	0
008-001096-EM	119	156	1
007-004672-EM	20	105	0
046-003060-EM	699	873	0
057-014301-EM	227	349	0
055-030224-EM	421	544	0
063-012661-EM	376	409	0
031-000019-EM	65	213	0
053-000521-EM	25	159	0
059-001431-EM	1112	1171	0
216-009225-EM	438	481	0
068-006399-EM	60	92	0
031-000474-EM	31	70	0
062-058252-EM	154	268	0
055-022196-EM	2	317	0
049-000960-EM	154	264	0
065-002234-EM	324	448	0
049-001380-EM	386	592	0
022-002839-EM	115	198	0
057-013923-EM	1221	1297	0
007-012109-EM	2123	2173	0
055-029613-EM	309	388	0
076-006020-EM	108	198	1
080-004698-EM	932	1061	0
055-004645-EM	407	564	0
055-007269-EM	265	348	0
051-006502-EM	2	515	0
057-002479-EM	279	302	0
008-007488-EM	384	465	0
115-001043-EM	926	958	0
057-007278-EM	77	146	0
235-016056-EM	20	56	0
020-000498-EM	198	209	0
188-001241-EM	54	182	0
060-001014-EM	199	247	0
037-001412-EM	10	85	0
069-002014-EM	149	165	0
055-024814-EM	174	680	0
080-001025-EM	315	515	0
076-002364-EM	77	104	0
040-000556-EM	78	132	1
053-007088-EM	65	142	0
057-006301-EM	313	429	0
059-003748-EM	1312	1368	0
055-021753-EM	2	254	0
163-007909-EM	353	383	0
046-002182-EM	313	444	0
011-004340-EM	301	324	0
059-005955-EM	15	96	0
063-021476-EM	349	507	0
049-000520-EM	3872	3956	0
055-026004-EM	372	382	0
016-000227-EM	122	222	1
055-032806-EM	81	101	0
008-016601-EM	203	290	0
057-001188-EM	329	457	0
007-011917-EM	25	59	0
076-004365-EM	141	218	0
084-001237-EM	15	141	0
056-002297-EM	224	298	1
007-009767-EM	510	578	0
045-000310-EM	154	191	0
063-019797-EM	155	214	0
216-020916-EM	308	322	1
068-000046-EM	138	221	0
036-000553-EM	217	256	0
026-001332-EM	0	1111	0
076-001997-EM	216	404	1
053-005528-EM	223	289	0
058-002247-EM	55	158	0
015-001873-EM	47	61	0
071-001040-EM	18	66	0
015-003379-EM	115	213	0
055-031744-EM	83	125	1
059-002071-EM	278	506	0
084-012647-EM	825	888	1
057-009418-EM	25	97	0
073-000001-EM	243	395	0
055-033450-EM	0	80	0
014-001166-EM	339	374	0
059-005767-EM	61	208	0
057-014313-EM	476	540	0
080-005518-EM	1013	4671	0
089-005012-EM	837	908	1
055-032267-EM	1578	1603	0
055-037955-EM	115	180	0
055-030507-EM	219	301	0
008-007871-EM	709	819	0
061-000382-EM	125	217	0
055-025656-EM	168	453	0
004-001156-EM	739	803	0
053-007351-EM	331	396	0
059-005160-EM	1485	1632	0
056-001042-EM	636	710	1
024-003352-EM	0	474	0
057-009821-EM	244	303	0
008-011215-EM	28	145	0
055-031502-EM	474	706	1
022-001142-EM	2	148	0
056-001331-EM	29	125	0
057-010450-EM	77	147	0
063-014409-EM	1445	1570	0
057-002128-EM	682	1048	0
062-058426-EM	36	58	0
049-000566-EM	251	278	0
057-014336-EM	679	760	0
055-032136-EM	47	124	0
080-010030-EM	246	411	0
063-015690-EM	50	113	0
008-012332-EM	171	238	0
031-000195-EM	249	540	0
062-064346-EM	86	108	0
063-012663-EM	655	732	0
055-017049-EM	41	69	0
057-000453-EM	112	197	0
055-019294-EM	472	574	0
235-027978-EM	487	589	0
040-006478-EM	214	271	0
057-013308-EM	427	603	0
004-000632-EM	205	450	0
055-033154-EM	395	429	0
080-009037-EM	249	380	1
007-014283-EM	254	342	0
062-064111-EM	87	107	0
031-001479-EM	53	128	0
007-012823-EM	44	73	0
055-019918-EM	770	911	0
059-004258-EM	555	596	0
007-001682-EM	2	136	0
055-030761-EM	114	185	0
059-005193-EM	1298	1364	0
055-022478-EM	352	371	0
055-026778-EM	480	496	0
063-012636-EM	122	227	1
082-001810-EM	812	846	0
063-020923-EM	462	559	0
055-015849-EM	14	98	0
057-005062-EM	257	272	0
007-014511-EM	206	242	0
205-005950-EM	1051	1097	0
037-001567-EM	215	426	0
020-003877-EM	125	211	0
055-015819-EM	2	140	0
063-021266-EM	471	546	0
076-006272-EM	421	570	0
057-004057-EM	526	564	0
018-001636-EM	388	641	0
055-005344-EM	539	737	0
062-014426-EM	100	465	0
080-008092-EM	14	32	0
053-005063-EM	80	145	0
055-009266-EM	697	829	0
084-003470-EM	240	653	0
068-007410-EM	18	37	0
062-057735-EM	79	146	0
046-005979-EM	67	285	0
112-000925-EM	402	445	0
063-012321-EM	509	790	0
216-009399-EM	116	186	0
008-002902-EM	272	347	0
082-000416-EM	127	260	0
053-003890-EM	1036	1086	0
046-000697-EM	498	514	1
076-005172-EM	147	222	1
016-005755-EM	2	251	0
055-025228-EM	479	571	0
011-004340-EM	39	90	0
084-007782-EM	50	86	1
080-000405-EM	99	136	0
046-005109-EM	656	719	1
046-004682-EM	238	301	0
007-009065-EM	141	194	0
076-001812-EM	13	41	0
048-000472-EM	304	417	0
008-008473-EM	378	449	0
076-001832-EM	297	410	1
107-004861-EM	630	657	0
057-003889-EM	444	509	0
059-002319-EM	2	80	1
007-012524-EM	3	93	0
053-004085-EM	2	17	1
055-017323-EM	294	371	0
001-001736-EM	742	793	0
024-004165-EM	229	288	1
059-001019-EM	298	320	0
059-006243-EM	515	699	0
055-025726-EM	740	814	0
024-007209-EM	373	397	0
063-004554-EM	0	294	0
057-000691-EM	964	1151	0
068-007900-EM	152	243	0
046-004607-EM	468	591	0
080-010692-EM	127	297	0
216-016165-EM	375	516	0
032-001874-EM	26	87	0
018-006856-EM	315	376	0
007-005519-EM	582	737	0
008-006607-EM	113	272	1
107-011669-EM	658	702	0
076-002046-EM	84	235	0
080-004698-EM	296	376	0
055-032526-EM	184	324	0
022-003230-EM	836	900	0
062-000110-EM	218	326	0
055-027135-EM	182	222	0
081-000181-EM	345	365	1
063-007703-EM	1056	1080	0
008-010431-EM	98	121	0
017-000528-EM	300	347	0
008-004863-EM	0	90	0
055-024165-EM	377	618	0
031-000936-EM	12	87	0
032-000192-EM	272	314	0
007-008606-EM	88	216	0
016-003653-EM	21	54	0
049-001792-EM	264	305	0
052-000112-EM	64	313	0
055-027385-EM	31	106	0
007-012393-EM	161	199	0
053-004893-EM	55	182	0
022-001662-EM	563	591	0
080-009287-EM	18	61	0
084-011865-EM	961	982	1
080-006983-EM	337	419	0
008-014834-EM	44	129	0
008-014778-EM	68	82	0
053-008055-EM	204	245	0
061-000978-EM	87	157	0
063-020611-EM	265	314	1
007-014808-EM	652	759	0
055-032202-EM	1224	1315	0
024-006657-EM	129	262	1
060-006697-EM	65	114	0
084-008568-EM	874	929	0
063-019610-EM	21	46	1
049-003201-EM	384	536	0
107-008502-EM	743	814	0
057-015417-EM	0	104	0
062-063954-EM	151	214	0
053-004922-EM	169	191	0
084-003239-EM	2	97	0
065-001876-EM	78	127	0
062-059758-EM	293	349	0
049-002451-EM	593	605	0
057-015238-EM	1249	1393	0
055-025267-EM	132	293	0
057-002128-EM	342	422	0
057-014607-EM	563	601	0
016-000657-EM	215	341	0
059-005011-EM	422	541	0
053-002451-EM	477	510	0
055-011175-EM	190	252	1
062-058479-EM	39	169	1
076-004582-EM	520	553	0
046-005109-EM	1339	1460	1
020-000498-EM	153	194	1
071-000952-EM	814	1039	0
080-009849-EM	958	1176	0
084-009180-EM	659	814	0
008-015150-EM	59	157	0
057-007537-EM	580	620	0
076-001853-EM	447	513	0
022-000746-EM	1040	1079	0
037-003210-EM	61	199	0
055-024814-EM	163	764	0
062-064453-EM	233	253	0
015-000335-EM	347	436	1
015-002009-EM	83	145	0
024-005844-EM	225	572	0
029-001396-EM	2	165	0
037-001305-EM	393	517	0
053-003820-EM	101	233	0
057-011374-EM	205	304	0
071-000874-EM	2	75	0
206-006918-EM	243	282	0
001-001121-EM	313	466	1
055-021986-EM	164	201	0
057-013853-EM	217	293	0
057-015136-EM	2	58	0
024-001736-EM	276	383	0
055-024699-EM	178	214	0
055-016006-EM	103	203	1
038-001824-EM	226	365	0
055-025154-EM	517	571	0
055-018130-EM	474	542	0
063-016025-EM	197	355	0
057-009112-EM	309	376	0
055-021913-EM	130	284	0
055-024923-EM	186	495	0
046-001445-EM	314	472	0
063-011469-EM	186	226	0
024-004468-EM	75	119	0
063-014149-EM	190	376	0
022-001990-EM	148	239	0
055-023683-EM	1158	1197	0
062-064472-EM	161	250	0
008-003838-EM	139	243	0
038-000746-EM	161	248	1
055-032946-EM	320	335	0
057-015471-EM	83	199	1
055-024061-EM	169	234	1
063-008696-EM	121	147	0
080-010310-EM	115	182	0
015-000771-EM	703	781	0
055-020889-EM	126	205	0
037-004763-EM	75	101	0
065-000975-EM	64	139	0
008-009540-EM	185	358	1
084-000371-EM	279	365	0
080-001688-EM	342	378	0
058-001571-EM	121	264	0
069-001707-EM	74	329	1
161-012545-EM	389	601	0
046-004230-EM	223	377	0
057-001504-EM	30	120	0
031-000071-EM	168	257	0
014-001166-EM	378	436	0
070-000167-EM	14	69	0
055-032650-EM	0	137	0
046-005749-EM	934	955	0
049-000008-EM	16	61	0
063-021266-EM	364	481	0
032-001915-EM	485	527	0
051-006843-EM	154	187	1
007-003126-EM	457	586	0
062-059521-EM	947	971	0
057-007427-EM	0	38	0
057-007278-EM	77	146	1
059-001281-EM	3	60	0
024-003352-EM	2	144	0
024-001549-EM	289	601	1
059-004846-EM	1757	1775	0
015-001241-EM	377	572	0
055-030481-EM	43	60	0
080-004860-EM	419	497	0
071-000805-EM	1478	1503	0
032-002539-EM	52	80	0
029-000411-EM	169	190	1
024-003659-EM	42	99	1
024-005475-EM	34	74	1
008-009136-EM	174	192	0
082-002449-EM	966	1021	0
062-059353-EM	109	182	1
004-000632-EM	1221	1340	0
062-019101-EM	0	196	0
024-006955-EM	144	1110	0
001-002352-EM	78	99	0
076-001997-EM	430	449	0
069-000376-EM	791	813	1
057-015253-EM	433	481	1
068-000046-EM	32	109	0
007-009418-EM	91	266	0
082-001017-EM	365	420	0
008-012818-EM	230	309	1
076-006272-EM	2	143	1
051-004633-EM	1456	1750	0
017-000057-EM	243	293	0
068-007905-EM	24	146	1
032-004013-EM	36	104	0
018-001313-EM	1065	1096	0
063-008551-EM	282	390	0
008-011795-EM	39	89	0
055-022196-EM	316	725	0
008-007510-EM	400	417	0
060-004518-EM	140	227	0
024-003938-EM	770	882	0
055-031422-EM	245	264	0
068-005930-EM	50	172	0
065-000849-EM	541	605	0
055-009881-EM	20	122	0
031-000403-EM	86	171	1
084-003736-EM	737	1043	0
057-014822-EM	266	344	0
007-014254-EM	845	873	0
049-003607-EM	453	700	0
024-006771-EM	1284	1322	0
063-008209-EM	117	253	0
038-001961-EM	382	405	0
055-020156-EM	46	76	0
055-021986-EM	245	306	0
244-002362-EM	50	107	0
055-017372-EM	859	996	0
062-022316-EM	195	218	1
071-000267-EM	2673	2888	0
007-009324-EM	96	213	0
018-006634-EM	324	591	0
065-000070-EM	70	135	0
048-002010-EM	388	458	0
061-002105-EM	265	308	0
062-064083-EM	14	50	0
062-024530-EM	0	193	0
008-013675-EM	0	12	0
016-005381-EM	423	1281	0
055-026772-EM	168	240	0
007-011917-EM	20	54	0
001-003026-EM	97	232	0
062-015791-EM	185	249	0
018-007422-EM	204	226	0
055-020176-EM	2	217	0
015-002658-EM	346	394	0
055-008671-EM	559	581	1
029-000300-EM	438	460	1
007-012109-EM	947	981	0
055-020176-EM	0	215	0
012-002119-EM	137	245	0
008-012751-EM	109	276	0
084-010355-EM	237	287	0
242-003919-EM	52	167	0
055-035506-EM	68	98	0
065-001451-EM	3994	4114	0
055-012230-EM	74	104	0
055-018875-EM	180	274	0
007-004654-EM	52	181	0
011-002449-EM	101	172	0
084-012375-EM	651	734	0
059-006279-EM	111	152	1
046-002413-EM	1373	1610	0
060-003308-EM	395	495	0
082-000846-EM	348	435	0
001-003635-EM	44	85	1
024-002959-EM	198	519	1
032-003349-EM	93	184	0
024-003297-EM	115	176	0
076-006713-EM	571	618	1
055-003794-EM	31	198	1
053-004167-EM	125	232	1
057-000999-EM	3883	4101	0
018-003820-EM	167	329	0
004-001612-EM	351	490	0
008-000181-EM	14	74	0
055-031782-EM	173	552	0
015-001241-EM	573	678	0
012-000624-EM	451	571	0
112-005148-EM	93	150	0
063-017997-EM	19	94	0
018-001416-EM	70	616	0
055-035128-EM	27	50	0
055-036266-EM	115	234	0
055-009266-EM	545	581	0
156-001016-EM	627	730	0
057-016279-EM	717	734	0
057-010794-EM	172	332	0
046-005979-EM	10	63	0
063-020923-EM	216	322	0
055-019220-EM	712	782	0
084-007782-EM	45	81	1
008-013611-EM	158	174	1
206-004335-EM	455	576	0
059-005160-EM	1349	1466	0
057-011668-EM	10	220	0
007-009418-EM	83	261	0
080-000553-EM	2	60	0
055-030568-EM	285	359	0
055-023533-EM	416	553	0
008-002749-EM	176	320	0
239-007138-EM	255	347	1
057-006219-EM	324	417	0
055-037661-EM	2	271	0
055-036169-EM	2	273	0
059-005258-EM	791	823	0
055-035892-EM	64	190	0
008-013653-EM	2021	2170	0
046-001445-EM	1207	1288	0
205-006547-EM	202	210	0
057-003200-EM	449	574	0
008-007606-EM	624	660	1
024-000154-EM	532	552	1
014-000895-EM	387	488	0
046-002597-EM	191	438	1
062-061261-EM	29	64	0
049-002774-EM	767	820	0
005-000716-EM	244	309	0
084-003365-EM	45	226	0
032-003966-EM	260	330	0
024-001227-EM	61	176	0
015-000578-EM	69	109	0
076-007277-EM	0	53	0
024-005596-EM	244	344	0
055-035673-EM	347	466	0
001-003714-EM	344	467	0
007-004522-EM	2	61	0
059-007039-EM	98	236	0
061-000404-EM	85	221	1
011-000105-EM	76	189	0
055-027632-EM	0	279	0
065-000784-EM	80	144	0
057-015386-EM	84	247	0
062-058697-EM	320	505	1
063-008696-EM	132	158	0
059-005278-EM	1318	1431	0
076-005542-EM	25	90	0
237-043582-EM	400	424	0
049-002306-EM	956	1108	0
008-003726-EM	315	410	0
070-000239-EM	148	195	0
007-014808-EM	897	1043	0
037-006961-EM	51	183	0
024-005878-EM	42	92	0
057-007021-EM	0	97	0
007-010508-EM	223	284	0
046-000490-EM	361	372	0
165-000458-EM	494	574	0
084-001680-EM	39	107	0
081-000344-EM	1090	1256	0
235-027124-EM	263	347	0
055-025717-EM	215	258	0
057-007422-EM	749	993	0
057-016088-EM	247	307	0
011-000693-EM	137	170	0
055-033482-EM	0	62	0
080-009526-EM	551	738	0
057-008231-EM	952	1259	0
052-000403-EM	3	27	0
107-010554-EM	404	433	0
051-000519-EM	51	117	0
049-001856-EM	17	120	0
055-026935-EM	54	113	0
015-001851-EM	2	154	0
055-032666-EM	145	391	0
055-022196-EM	321	729	0
062-063912-EM	104	144	1
055-031310-EM	87	152	0
011-000315-EM	950	1063	0
034-000181-EM	462	824	0
057-005465-EM	195	283	0
082-000054-EM	323	337	0
046-001445-EM	1247	1333	0
055-033538-EM	529	551	0
059-006279-EM	161	254	0
055-026426-EM	91	121	0
055-024533-EM	203	223	0
049-001665-EM	741	1056	0
022-002175-EM	2	214	1
068-006452-EM	363	548	0
080-012104-EM	62	125	0
055-019707-EM	275	330	1
059-007315-EM	106	157	0
055-028505-EM	377	544	0
084-013707-EM	270	374	0
032-002243-EM	707	1005	0
046-002226-EM	488	570	1
055-008671-EM	378	538	0
061-002568-EM	30	429	0
068-007459-EM	14	46	0
007-010508-EM	120	147	0
011-001397-EM	322	373	0
055-019597-EM	187	340	0
057-013887-EM	465	557	0
048-002914-EM	628	695	0
080-000618-EM	425	469	0
071-000330-EM	859	873	0
061-002568-EM	26	447	0
084-010355-EM	101	185	0
001-000927-EM	533	841	0
049-002662-EM	140	182	1
055-023490-EM	213	309	0
076-001853-EM	162	263	0
076-002925-EM	938	986	1
069-001974-EM	44	148	0
024-001623-EM	60	165	0
014-002158-EM	184	339	0
057-014682-EM	27626	27766	1
007-015102-EM	114	148	0
055-037258-EM	238	304	0
055-031484-EM	72	113	0
008-011841-EM	422	740	0
082-002192-EM	558	565	0
005-001246-EM	94	150	0
007-004965-EM	2417	2586	0
001-000926-EM	79	212	0
057-013887-EM	304	472	0
047-000523-EM	390	473	0
055-032270-EM	344	369	0
001-001740-EM	278	323	0
018-004888-EM	0	138	0
051-002065-EM	133	178	0
076-001832-EM	471	520	0
055-024814-EM	854	929	0
008-005352-EM	0	10	1
065-000784-EM	145	300	0
063-009389-EM	161	237	0
007-004672-EM	203	295	0
216-000874-EM	635	650	0
062-015791-EM	311	484	0
011-000693-EM	174	197	0
007-013312-EM	2	330	0
029-001224-EM	145	327	0
046-001999-EM	331	345	0
051-006325-EM	62	87	1
016-002901-EM	955	1083	0
112-000331-EM	102	299	0
063-021266-EM	292	360	0
059-000465-EM	1561	1642	0
080-002379-EM	38	127	0
063-007807-EM	579	626	0
057-015709-EM	607	821	0
057-015238-EM	359	574	0
062-058511-EM	115	154	0
055-024531-EM	277	297	0
011-003895-EM	36	117	0
007-014220-EM	600	720	0
038-000968-EM	725	853	0
080-000345-EM	99	205	1
055-025149-EM	162	195	0
080-011310-EM	353	369	0
008-009324-EM	79	136	0
203-001131-EM	187	465	0
062-063550-EM	103	146	0
008-006481-EM	55	156	0
215-000481-EM	137	154	0
057-015979-EM	390	624	0
080-003889-EM	67	138	0
055-019190-EM	452	677	0
057-007507-EM	189	432	0
055-003359-EM	34	88	0
018-001153-EM	2820	3602	0
112-004819-EM	454	497	0
062-060795-EM	0	71	0
068-007041-EM	170	268	1
007-013686-EM	17	40	0
150-001431-EM	91	288	0
069-001622-EM	253	412	0
084-007998-EM	291	360	1
061-002288-EM	2	77	0
055-002523-EM	45	57	0
037-003926-EM	171	276	0
007-014055-EM	207	438	0
068-002473-EM	176	273	0
053-001235-EM	56	80	0
082-001877-EM	39	85	1
076-003274-EM	203	260	1
057-002565-EM	65	120	0
001-003714-EM	702	745	0
068-003122-EM	14	67	0
024-003113-EM	580	651	0
032-001224-EM	1335	1381	1
057-012740-EM	431	541	0
063-019441-EM	43	161	1
080-010550-EM	389	609	0
055-022196-EM	0	315	0
055-023106-EM	86	131	0
068-005907-EM	636	670	0
152-000555-EM	584	635	1
063-019737-EM	40	148	0
080-011492-EM	127	233	0
057-014929-EM	98	267	0
038-001824-EM	369	613	0
076-007616-EM	175	290	0
062-015791-EM	66	151	0
084-001014-EM	45	127	0
008-000387-EM	4	23	0
055-025214-EM	0	43	0
055-025176-EM	123	152	1
052-000729-EM	651	750	0
057-016569-EM	22	45	0
024-007038-EM	66	207	0
038-001824-EM	221	360	0
057-015024-EM	805	983	0
049-002210-EM	365	637	0
007-009158-EM	251	356	0
093-000543-EM	897	1018	0
008-007488-EM	0	100	0
015-000771-EM	796	879	0
049-001537-EM	175	210	0
233-001945-EM	142	212	0
046-000290-EM	1031	1125	0
053-009283-EM	80	189	0
051-004881-EM	563	691	0
053-005106-EM	1002	1090	0
011-000568-EM	576	808	0
008-012247-EM	827	908	0
008-009872-EM	22	137	0
216-004822-EM	227	279	0
007-011048-EM	179	232	0
007-000894-EM	61	219	0
007-005446-EM	296	377	0
107-007963-EM	509	553	1
049-001462-EM	172	385	0
008-003293-EM	3	71	0
055-032645-EM	1377	1385	0
203-001292-EM	160	177	0
076-006385-EM	73	158	0
029-001946-EM	190	312	0
069-002837-EM	148	227	0
062-064111-EM	82	102	0
024-003941-EM	19	35	1
046-004446-EM	106	116	1
053-003890-EM	1087	1102	0
055-036258-EM	1203	1322	0
048-000987-EM	102	156	0
056-001955-EM	144	184	0
055-008582-EM	81	195	0
069-000376-EM	32	242	0
038-001197-EM	134	259	0
142-006563-EM	657	708	0
024-003297-EM	290	340	0
039-000017-EM	158	212	0
059-005908-EM	11	62	0
008-006664-EM	728	957	0
084-003075-EM	120	222	0
057-007277-EM	35	113	0
063-021018-EM	657	743	0
037-005798-EM	345	479	0
008-016020-EM	131	213	0
076-001853-EM	170	271	0
055-030061-EM	87	176	0
055-009726-EM	104	138	0
024-006955-EM	1347	1459	0
040-005305-EM	136	156	1
063-002564-EM	90	159	0
076-003678-EM	25	147	0
055-006772-EM	92	122	0
032-002094-EM	1118	1157	0
014-001474-EM	2	385	1
057-001080-EM	52	235	0
011-001397-EM	269	318	0
059-002527-EM	1471	1655	1
068-005968-EM	79	115	0
008-005765-EM	272	381	0
011-002608-EM	35	81	0
055-033437-EM	110	227	0
053-000459-EM	203	239	0
032-002711-EM	65	140	0
080-005105-EM	789	861	0
007-012524-EM	219	240	0
024-008564-EM	307	372	0
055-025228-EM	478	571	0
068-001067-EM	311	359	0
011-005047-EM	57	89	1
031-000195-EM	541	596	0
022-000589-EM	1451	1668	0
055-020156-EM	515	573	0
057-006876-EM	30928	31117	0
068-000468-EM	722	758	0
059-007349-EM	614	624	0
029-000411-EM	77	165	0
076-005172-EM	155	229	0
063-016923-EM	253	463	0
069-000265-EM	46	188	0
055-022163-EM	163	191	0
015-001401-EM	187	272	0
057-012868-EM	232	346	0
055-027700-EM	1044	1073	0
084-001106-EM	57	77	0
008-011551-EM	7	36	0
080-005822-EM	42	77	0
055-001842-EM	288	452	0
055-025831-EM	111	155	0
076-006930-EM	25	80	0
058-000083-EM	134	188	0
007-014424-EM	25	95	0
014-001200-EM	0	245	0
007-014254-EM	408	488	0
099-000092-EM	493	536	1
063-004028-EM	34	57	0
057-010161-EM	365	445	0
057-002681-EM	416	488	0
082-002192-EM	570	577	0
011-004023-EM	14	164	0
080-005518-EM	935	996	0
024-001365-EM	259	763	0
161-005969-EM	635	649	1
080-006416-EM	408	507	1
024-001227-EM	44	57	0
055-023292-EM	220	314	0
055-029165-EM	110	198	0
016-005967-EM	2	56	0
068-002316-EM	1214	1292	0
018-007017-EM	32	57	0
055-008712-EM	320	439	1
049-002405-EM	185	223	0
053-003890-EM	1103	1130	0
007-014254-EM	400	480	0
061-000039-EM	47	118	0
008-011841-EM	430	744	0
082-001092-EM	577	708	0
053-005784-EM	37	110	1
174-000212-EM	845	967	1
061-000610-EM	88	204	1
076-007592-EM	90	128	1
157-004676-EM	1131	1297	0
065-000035-EM	258	382	0
008-006151-EM	103	230	0
080-004100-EM	98	294	0
084-012375-EM	62	210	0
055-019308-EM	0	68	0
018-003683-EM	225	442	0
016-000916-EM	119	220	0
057-000985-EM	426	481	0
053-007414-EM	486	551	1
057-014433-EM	16	38	0
055-018482-EM	8	57	0
022-001708-EM	407	660	0
040-008583-EM	84	206	0
084-003736-EM	515	744	0
008-013864-EM	273	408	0
024-003347-EM	698	893	0
022-002338-EM	2	142	0
059-002246-EM	549	617	0
065-002234-EM	325	449	0
055-004645-EM	25	274	0
016-005502-EM	176	237	0
089-005012-EM	757	833	1
076-007592-EM	133	138	0
084-011865-EM	280	461	0
080-011611-EM	322	394	1
007-005102-EM	118	345	0
131-000402-EM	585	634	0
008-006162-EM	516	667	0
011-003328-EM	50	130	0
001-003714-EM	26	85	0
049-000659-EM	38	154	0
011-001716-EM	54	120	0
008-013287-EM	209	365	0
076-003081-EM	426	483	0
032-003292-EM	347	771	0
055-014500-EM	386	398	0
062-061728-EM	210	267	0
055-006869-EM	142	305	1
057-006135-EM	3	136	0
216-006359-EM	33	51	0
040-005417-EM	51	99	0
046-005048-EM	49	105	1
040-003009-EM	448	505	0
069-001478-EM	45	181	0
080-010550-EM	0	144	0
008-001464-EM	116	195	1
055-020316-EM	64	104	0
007-007493-EM	649	672	0
084-008338-EM	1655	1798	0
216-018217-EM	105	196	1
062-061739-EM	73	102	1
063-019610-EM	50	74	0
065-001331-EM	77	128	0
008-008774-EM	58	72	0
084-007998-EM	102	164	0
060-001639-EM	192	260	0
049-001426-EM	351	424	0
107-008437-EM	238	265	0
025-000013-EM	1748	1787	0
080-010692-EM	298	603	0
055-028717-EM	523	588	0
057-013825-EM	1456	1490	0
040-005765-EM	301	420	0
063-001662-EM	406	449	0
082-001637-EM	146	267	0
055-009266-EM	540	576	0
059-004603-EM	4573	4653	1
024-001296-EM	724	837	1
062-060624-EM	33	63	0
055-030289-EM	194	341	0
080-002703-EM	149	493	0
053-007351-EM	179	320	0
032-002992-EM	112	180	0
080-005105-EM	110	172	0
062-063833-EM	201	287	1
037-006404-EM	201	919	0
055-020406-EM	58	114	0
062-064600-EM	34	62	1
053-008609-EM	188	233	1
055-013552-EM	292	344	0
057-002667-EM	635	760	0
051-006387-EM	108	160	0
055-017556-EM	71	293	0
053-005503-EM	840	926	0
014-002158-EM	878	884	0
084-005516-EM	502	535	0
022-002119-EM	87	111	0
018-006515-EM	266	306	0
055-012465-EM	402	477	0
055-020803-EM	199	214	1
059-005868-EM	28	127	1
057-008701-EM	282	356	0
062-057462-EM	154	196	0
051-005368-EM	456	556	0
037-001305-EM	296	367	0
001-003030-EM	205	311	0
007-014023-EM	1969	2113	0
069-000376-EM	37	247	0
076-003198-EM	143	187	1
055-024902-EM	141	172	0
062-011897-EM	126	236	0
018-000848-EM	2	127	0
058-001020-EM	57	114	0
081-000294-EM	1328	1404	0
055-028256-EM	231	258	0
059-000140-EM	185	270	0
052-000112-EM	325	398	0
057-007458-EM	960	1228	0
053-005955-EM	37	103	0
055-022478-EM	76	181	0
107-001259-EM	267	361	0
039-000081-EM	51	92	0
057-014638-EM	53	147	0
231-001118-EM	185	269	0
080-005749-EM	39	91	0
016-003653-EM	58	255	0
062-063880-EM	27	56	1
018-003399-EM	250	279	0
057-002935-EM	537	867	0
063-001239-EM	0	13	0
057-013887-EM	713	844	0
085-001304-EM	939	1261	1
040-007241-EM	53	149	0
055-031790-EM	312	820	0
007-001391-EM	10	137	0
046-004702-EM	396	459	0
093-005666-EM	188	333	0
244-001526-EM	660	781	0
057-005062-EM	168	256	0
004-000632-EM	200	452	0
055-028505-EM	225	376	0
016-005381-EM	67	185	0
022-000637-EM	2	208	0
018-006515-EM	219	265	0
055-023292-EM	77	219	0
059-001870-EM	1134	1301	0
001-003714-EM	749	805	0
046-003083-EM	89	215	0
008-000357-EM	70	127	1
011-004678-EM	2	1532	0
057-004830-EM	152	194	0
011-005047-EM	93	171	0
046-001211-EM	2	238	0
007-012724-EM	147	287	0
057-012320-EM	111	206	0
063-008209-EM	39	103	0
008-007099-EM	785	934	0
055-025717-EM	625	756	0
081-000144-EM	1039	1199	0
053-008984-EM	563	683	0
055-037952-EM	179	244	0
069-000398-EM	3	113	1
049-002621-EM	168	293	0
057-007707-EM	182	333	0
065-000251-EM	1057	1184	0
019-000042-EM	442	490	0
011-002006-EM	496	616	0
059-000465-EM	1527	1546	0
004-001601-EM	0	607	0
084-007998-EM	172	275	0
084-006592-EM	330	439	0
011-000086-EM	28	65	0
055-029165-EM	243	276	0
055-030979-EM	134	258	0
055-019586-EM	470	503	0
137-002879-EM	1300	1395	0
007-000990-EM	503	606	0
055-019982-EM	132	218	1
046-004475-EM	57	170	0
063-021266-EM	284	352	0
008-016258-EM	80	235	0
055-016055-EM	3063	3115	0
080-000504-EM	197	311	0
084-009180-EM	417	518	0
096-004747-EM	1480	1524	0
055-020803-EM	143	151	0
057-005940-EM	0	167	0
055-027171-EM	248	405	0
061-001190-EM	0	132	0
096-004747-EM	1396	1476	0
055-017934-EM	0	118	0
057-016449-EM	32	141	0
084-004663-EM	96	269	0
059-006703-EM	47	136	0
055-037085-EM	179	294	0
069-001150-EM	282	362	0
001-001218-EM	2	377	0
062-062721-EM	62	86	0
046-001552-EM	1343	1359	1
008-010450-EM	266	298	0
061-000171-EM	0	87	0
059-003906-EM	1579	1802	0
063-019512-EM	141	235	0
055-009726-EM	115	149	0
059-005160-EM	1130	1221	0
055-002929-EM	79	148	0
076-002048-EM	12	95	0
059-006665-EM	418	513	0
